Industry,Date,County,High Wage Count
waste management and remediation services,2019-09-01,Fresno,356
waste management and remediation services,2019-12-01,Fresno,356
waste management and remediation services,2019-10-01,Fresno,356
waste management and remediation services,2019-11-01,Fresno,356
us marines,2019-03-01,Fresno,919
us marines,2019-01-01,Fresno,919
us marines,2019-02-01,Fresno,919
us marines,2019-04-01,Fresno,919
us marines,2019-05-01,Fresno,931
us marines,2019-06-01,Fresno,931
us marines,2019-07-01,Fresno,931
us marines,2019-08-01,Fresno,931
us marines,2019-09-01,Fresno,942
us marines,2019-12-01,Fresno,942
us marines,2019-10-01,Fresno,1013
us marines,2019-11-01,Fresno,942
us marines,2019-03-01,Fresno,919
us marines,2019-01-01,Fresno,919
us marines,2019-02-01,Fresno,919
us marines,2019-04-01,Fresno,919
us marines,2019-05-01,Fresno,931
us marines,2019-06-01,Fresno,931
us marines,2019-07-01,Fresno,931
us marines,2019-08-01,Fresno,931
us marines,2019-09-01,Fresno,942
us marines,2019-12-01,Fresno,942
us marines,2019-10-01,Fresno,1013
us marines,2019-11-01,Fresno,942
us marines,2019-03-01,Fresno,919
us marines,2019-01-01,Fresno,919
us marines,2019-02-01,Fresno,919
us marines,2019-04-01,Fresno,919
us marines,2019-05-01,Fresno,931
us marines,2019-06-01,Fresno,931
us marines,2019-07-01,Fresno,931
us marines,2019-08-01,Fresno,931
us marines,2019-09-01,Fresno,942
us marines,2019-12-01,Fresno,942
us marines,2019-10-01,Fresno,1013
us marines,2019-11-01,Fresno,942
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Fresno,847
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Fresno,817
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Fresno,827
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Fresno,827
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Fresno,956
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Fresno,837
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Fresno,946
waste management and remediation services,2019-03-01,Fresno,356
waste management and remediation services,2019-01-01,Fresno,384
waste management and remediation services,2019-02-01,Fresno,384
waste management and remediation services,2019-04-01,Fresno,356
waste management and remediation services,2019-05-01,Fresno,356
waste management and remediation services,2019-06-01,Fresno,384
waste management and remediation services,2019-07-01,Fresno,356
waste management and remediation services,2019-08-01,Fresno,384
waste management and remediation services,2019-09-01,Fresno,356
waste management and remediation services,2019-12-01,Fresno,356
waste management and remediation services,2019-10-01,Fresno,356
waste management and remediation services,2019-11-01,Fresno,356
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Fresno,847
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Fresno,817
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Fresno,827
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Fresno,827
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Fresno,956
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Fresno,837
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Fresno,946
us marines,2019-03-01,Fresno,471
us marines,2019-01-01,Fresno,459
us marines,2019-02-01,Fresno,459
us marines,2019-04-01,Fresno,483
us marines,2019-05-01,Fresno,483
us marines,2019-06-01,Fresno,471
us marines,2019-07-01,Fresno,377
us marines,2019-08-01,Fresno,365
us marines,2019-09-01,Fresno,447
us marines,2019-12-01,Fresno,483
us marines,2019-10-01,Fresno,471
us marines,2019-11-01,Fresno,495
crop production,2019-03-01,Fresno,1633
crop production,2019-01-01,Fresno,1706
crop production,2019-02-01,Fresno,1670
crop production,2019-04-01,Fresno,1965
crop production,2019-05-01,Fresno,2311
crop production,2019-06-01,Fresno,2266
crop production,2019-07-01,Fresno,2307
crop production,2019-08-01,Fresno,2407
crop production,2019-09-01,Fresno,2298
crop production,2019-12-01,Fresno,1788
crop production,2019-10-01,Fresno,2002
crop production,2019-11-01,Fresno,1742
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Fresno,847
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Fresno,817
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Fresno,807
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Fresno,827
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Fresno,827
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Fresno,956
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Fresno,837
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Fresno,946
management of companies and enterprises,2019-03-01,Fresno,812
management of companies and enterprises,2019-01-01,Fresno,812
management of companies and enterprises,2019-02-01,Fresno,812
management of companies and enterprises,2019-04-01,Fresno,849
management of companies and enterprises,2019-05-01,Fresno,849
management of companies and enterprises,2019-06-01,Fresno,886
management of companies and enterprises,2019-07-01,Fresno,923
management of companies and enterprises,2019-08-01,Fresno,960
management of companies and enterprises,2019-09-01,Fresno,960
management of companies and enterprises,2019-12-01,Fresno,923
management of companies and enterprises,2019-10-01,Fresno,923
management of companies and enterprises,2019-11-01,Fresno,923
us marines,2019-03-01,Fresno,471
us marines,2019-01-01,Fresno,459
us marines,2019-02-01,Fresno,459
us marines,2019-04-01,Fresno,483
us marines,2019-05-01,Fresno,483
us marines,2019-06-01,Fresno,471
us marines,2019-07-01,Fresno,377
us marines,2019-08-01,Fresno,365
us marines,2019-09-01,Fresno,447
us marines,2019-12-01,Fresno,483
us marines,2019-10-01,Fresno,471
us marines,2019-11-01,Fresno,495
management of companies and enterprises,2019-03-01,Kern,1219
management of companies and enterprises,2019-01-01,Kern,1219
management of companies and enterprises,2019-02-01,Kern,1219
management of companies and enterprises,2019-04-01,Kern,1219
management of companies and enterprises,2019-05-01,Kern,1219
management of companies and enterprises,2019-06-01,Kern,1219
management of companies and enterprises,2019-07-01,Kern,1219
management of companies and enterprises,2019-08-01,Kern,1219
management of companies and enterprises,2019-09-01,Kern,1182
management of companies and enterprises,2019-12-01,Kern,1182
management of companies and enterprises,2019-10-01,Kern,1182
management of companies and enterprises,2019-11-01,Kern,1182
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Kern,109
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Kern,106
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Kern,107
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Kern,109
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Kern,122
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Kern,112
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Kern,122
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Kern,109
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Kern,106
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Kern,107
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Kern,109
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Kern,122
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Kern,112
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Kern,122
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Kern,109
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Kern,106
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Kern,107
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Kern,109
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Kern,122
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Kern,112
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Kern,122
crop production,2019-03-01,Kern,2823
crop production,2019-01-01,Kern,3601
crop production,2019-02-01,Kern,3388
crop production,2019-04-01,Kern,3419
crop production,2019-05-01,Kern,3820
crop production,2019-06-01,Kern,4155
crop production,2019-07-01,Kern,3802
crop production,2019-08-01,Kern,4715
crop production,2019-09-01,Kern,4611
crop production,2019-12-01,Kern,3419
crop production,2019-10-01,Kern,4411
crop production,2019-11-01,Kern,3887
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Kern,109
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Kern,104
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Kern,106
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Kern,107
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Kern,109
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Kern,122
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Kern,112
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Kern,122
management of companies and enterprises,2019-03-01,Kern,1219
management of companies and enterprises,2019-01-01,Kern,1219
management of companies and enterprises,2019-02-01,Kern,1219
management of companies and enterprises,2019-04-01,Kern,1219
management of companies and enterprises,2019-05-01,Kern,1219
management of companies and enterprises,2019-06-01,Kern,1219
management of companies and enterprises,2019-07-01,Kern,1219
management of companies and enterprises,2019-08-01,Kern,1219
management of companies and enterprises,2019-09-01,Kern,1182
management of companies and enterprises,2019-12-01,Kern,1182
management of companies and enterprises,2019-10-01,Kern,1182
management of companies and enterprises,2019-11-01,Kern,1182
department stores,2019-03-01,Kern,77
department stores,2019-01-01,Kern,87
department stores,2019-02-01,Kern,82
department stores,2019-04-01,Kern,77
department stores,2019-05-01,Kern,77
department stores,2019-06-01,Kern,77
department stores,2019-07-01,Kern,77
department stores,2019-08-01,Kern,77
department stores,2019-09-01,Kern,77
department stores,2019-12-01,Kern,92
department stores,2019-10-01,Kern,82
department stores,2019-11-01,Kern,92
navigational measuring electromedical and control instruments,2019-03-01,Los Angeles,11758
navigational measuring electromedical and control instruments,2019-01-01,Los Angeles,11707
navigational measuring electromedical and control instruments,2019-02-01,Los Angeles,11657
navigational measuring electromedical and control instruments,2019-04-01,Los Angeles,12061
navigational measuring electromedical and control instruments,2019-05-01,Los Angeles,12061
navigational measuring electromedical and control instruments,2019-06-01,Los Angeles,12262
navigational measuring electromedical and control instruments,2019-07-01,Los Angeles,12565
navigational measuring electromedical and control instruments,2019-08-01,Los Angeles,12565
navigational measuring electromedical and control instruments,2019-09-01,Los Angeles,12464
navigational measuring electromedical and control instruments,2019-12-01,Los Angeles,12616
navigational measuring electromedical and control instruments,2019-10-01,Los Angeles,12464
navigational measuring electromedical and control instruments,2019-11-01,Los Angeles,12515
us marines,2019-03-01,Los Angeles,0
us marines,2019-01-01,Los Angeles,0
us marines,2019-02-01,Los Angeles,0
us marines,2019-04-01,Los Angeles,0
us marines,2019-05-01,Los Angeles,0
us marines,2019-06-01,Los Angeles,0
us marines,2019-07-01,Los Angeles,0
us marines,2019-08-01,Los Angeles,0
us marines,2019-09-01,Los Angeles,0
us marines,2019-12-01,Los Angeles,0
us marines,2019-10-01,Los Angeles,0
us marines,2019-11-01,Los Angeles,0
us marines,2019-03-01,Los Angeles,0
us marines,2019-01-01,Los Angeles,0
us marines,2019-02-01,Los Angeles,0
us marines,2019-04-01,Los Angeles,0
us marines,2019-05-01,Los Angeles,0
us marines,2019-06-01,Los Angeles,0
us marines,2019-07-01,Los Angeles,0
us marines,2019-08-01,Los Angeles,0
us marines,2019-09-01,Los Angeles,0
us marines,2019-12-01,Los Angeles,0
us marines,2019-10-01,Los Angeles,0
us marines,2019-11-01,Los Angeles,0
data processing hosting and related services,2019-03-01,Los Angeles,4385
data processing hosting and related services,2019-01-01,Los Angeles,4294
data processing hosting and related services,2019-02-01,Los Angeles,4340
data processing hosting and related services,2019-04-01,Los Angeles,4522
data processing hosting and related services,2019-05-01,Los Angeles,4522
data processing hosting and related services,2019-06-01,Los Angeles,4614
data processing hosting and related services,2019-07-01,Los Angeles,4659
data processing hosting and related services,2019-08-01,Los Angeles,4705
data processing hosting and related services,2019-09-01,Los Angeles,4705
data processing hosting and related services,2019-12-01,Los Angeles,4796
data processing hosting and related services,2019-10-01,Los Angeles,4751
data processing hosting and related services,2019-11-01,Los Angeles,4796
agencies brokerages and other insurance related activities,2019-03-01,Los Angeles,7977
agencies brokerages and other insurance related activities,2019-01-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-02-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-04-01,Los Angeles,8033
agencies brokerages and other insurance related activities,2019-05-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-06-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-07-01,Los Angeles,8033
agencies brokerages and other insurance related activities,2019-08-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-09-01,Los Angeles,7949
agencies brokerages and other insurance related activities,2019-12-01,Los Angeles,8061
agencies brokerages and other insurance related activities,2019-10-01,Los Angeles,8033
agencies brokerages and other insurance related activities,2019-11-01,Los Angeles,8061
professional and commercial equipment and supplies merchant wholesalers,2019-03-01,Los Angeles,2995
professional and commercial equipment and supplies merchant wholesalers,2019-01-01,Los Angeles,2976
professional and commercial equipment and supplies merchant wholesalers,2019-02-01,Los Angeles,2995
professional and commercial equipment and supplies merchant wholesalers,2019-04-01,Los Angeles,2976
professional and commercial equipment and supplies merchant wholesalers,2019-05-01,Los Angeles,2976
professional and commercial equipment and supplies merchant wholesalers,2019-06-01,Los Angeles,2976
professional and commercial equipment and supplies merchant wholesalers,2019-07-01,Los Angeles,2976
professional and commercial equipment and supplies merchant wholesalers,2019-08-01,Los Angeles,2976
professional and commercial equipment and supplies merchant wholesalers,2019-09-01,Los Angeles,2976
professional and commercial equipment and supplies merchant wholesalers,2019-12-01,Los Angeles,2976
professional and commercial equipment and supplies merchant wholesalers,2019-10-01,Los Angeles,2976
professional and commercial equipment and supplies merchant wholesalers,2019-11-01,Los Angeles,2976
us marines,2019-03-01,Los Angeles,0
us marines,2019-01-01,Los Angeles,0
us marines,2019-02-01,Los Angeles,0
us marines,2019-04-01,Los Angeles,0
us marines,2019-05-01,Los Angeles,0
us marines,2019-06-01,Los Angeles,0
us marines,2019-07-01,Los Angeles,0
us marines,2019-08-01,Los Angeles,0
us marines,2019-09-01,Los Angeles,0
us marines,2019-12-01,Los Angeles,0
us marines,2019-10-01,Los Angeles,0
us marines,2019-11-01,Los Angeles,0
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-03-01,Los Angeles,1378
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-01-01,Los Angeles,1367
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-02-01,Los Angeles,1378
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-04-01,Los Angeles,1389
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-05-01,Los Angeles,1389
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-06-01,Los Angeles,1389
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-07-01,Los Angeles,1389
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-08-01,Los Angeles,1400
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-09-01,Los Angeles,1389
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-12-01,Los Angeles,1378
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-10-01,Los Angeles,1389
motor vehicle and motor vehicle parts and supplies merchant wholesalers,2019-11-01,Los Angeles,1389
us marines,2019-03-01,Los Angeles,0
us marines,2019-01-01,Los Angeles,0
us marines,2019-02-01,Los Angeles,0
us marines,2019-04-01,Los Angeles,0
us marines,2019-05-01,Los Angeles,0
us marines,2019-06-01,Los Angeles,0
us marines,2019-07-01,Los Angeles,0
us marines,2019-08-01,Los Angeles,0
us marines,2019-09-01,Los Angeles,0
us marines,2019-12-01,Los Angeles,0
us marines,2019-10-01,Los Angeles,0
us marines,2019-11-01,Los Angeles,0
agencies brokerages and other insurance related activities,2019-03-01,Los Angeles,7977
agencies brokerages and other insurance related activities,2019-01-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-02-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-04-01,Los Angeles,8033
agencies brokerages and other insurance related activities,2019-05-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-06-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-07-01,Los Angeles,8033
agencies brokerages and other insurance related activities,2019-08-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-09-01,Los Angeles,7949
agencies brokerages and other insurance related activities,2019-12-01,Los Angeles,8061
agencies brokerages and other insurance related activities,2019-10-01,Los Angeles,8033
agencies brokerages and other insurance related activities,2019-11-01,Los Angeles,8061
pharmaceuticals and medicines,2019-03-01,Los Angeles,2512
pharmaceuticals and medicines,2019-01-01,Los Angeles,2512
pharmaceuticals and medicines,2019-02-01,Los Angeles,2512
pharmaceuticals and medicines,2019-04-01,Los Angeles,2480
pharmaceuticals and medicines,2019-05-01,Los Angeles,2480
pharmaceuticals and medicines,2019-06-01,Los Angeles,2544
pharmaceuticals and medicines,2019-07-01,Los Angeles,2576
pharmaceuticals and medicines,2019-08-01,Los Angeles,2544
pharmaceuticals and medicines,2019-09-01,Los Angeles,2544
pharmaceuticals and medicines,2019-12-01,Los Angeles,2607
pharmaceuticals and medicines,2019-10-01,Los Angeles,2576
pharmaceuticals and medicines,2019-11-01,Los Angeles,2576
restaurants and other food services,2019-03-01,Los Angeles,4522
restaurants and other food services,2019-01-01,Los Angeles,4440
restaurants and other food services,2019-02-01,Los Angeles,4485
restaurants and other food services,2019-04-01,Los Angeles,4566
restaurants and other food services,2019-05-01,Los Angeles,4615
restaurants and other food services,2019-06-01,Los Angeles,4618
restaurants and other food services,2019-07-01,Los Angeles,4623
restaurants and other food services,2019-08-01,Los Angeles,4652
restaurants and other food services,2019-09-01,Los Angeles,4620
restaurants and other food services,2019-12-01,Los Angeles,4633
restaurants and other food services,2019-10-01,Los Angeles,4638
restaurants and other food services,2019-11-01,Los Angeles,4650
broadcasting except internet,2019-03-01,Los Angeles,2569
broadcasting except internet,2019-01-01,Los Angeles,2569
broadcasting except internet,2019-02-01,Los Angeles,2613
broadcasting except internet,2019-04-01,Los Angeles,2526
broadcasting except internet,2019-05-01,Los Angeles,2526
broadcasting except internet,2019-06-01,Los Angeles,2526
broadcasting except internet,2019-07-01,Los Angeles,2569
broadcasting except internet,2019-08-01,Los Angeles,2613
broadcasting except internet,2019-09-01,Los Angeles,2656
broadcasting except internet,2019-12-01,Los Angeles,2700
broadcasting except internet,2019-10-01,Los Angeles,2700
broadcasting except internet,2019-11-01,Los Angeles,2700
management of companies and enterprises,2019-03-01,Los Angeles,16872
management of companies and enterprises,2019-01-01,Los Angeles,16846
management of companies and enterprises,2019-02-01,Los Angeles,16846
management of companies and enterprises,2019-04-01,Los Angeles,16793
management of companies and enterprises,2019-05-01,Los Angeles,16740
management of companies and enterprises,2019-06-01,Los Angeles,16793
management of companies and enterprises,2019-07-01,Los Angeles,16634
management of companies and enterprises,2019-08-01,Los Angeles,16581
management of companies and enterprises,2019-09-01,Los Angeles,16475
management of companies and enterprises,2019-12-01,Los Angeles,16661
management of companies and enterprises,2019-10-01,Los Angeles,16475
management of companies and enterprises,2019-11-01,Los Angeles,16528
us marines,2019-03-01,Los Angeles,0
us marines,2019-01-01,Los Angeles,0
us marines,2019-02-01,Los Angeles,0
us marines,2019-04-01,Los Angeles,0
us marines,2019-05-01,Los Angeles,0
us marines,2019-06-01,Los Angeles,0
us marines,2019-07-01,Los Angeles,0
us marines,2019-08-01,Los Angeles,0
us marines,2019-09-01,Los Angeles,0
us marines,2019-12-01,Los Angeles,0
us marines,2019-10-01,Los Angeles,0
us marines,2019-11-01,Los Angeles,0
broadcasting except internet,2019-03-01,Los Angeles,2569
broadcasting except internet,2019-01-01,Los Angeles,2569
broadcasting except internet,2019-02-01,Los Angeles,2613
broadcasting except internet,2019-04-01,Los Angeles,2526
broadcasting except internet,2019-05-01,Los Angeles,2526
broadcasting except internet,2019-06-01,Los Angeles,2526
broadcasting except internet,2019-07-01,Los Angeles,2569
broadcasting except internet,2019-08-01,Los Angeles,2613
broadcasting except internet,2019-09-01,Los Angeles,2656
broadcasting except internet,2019-12-01,Los Angeles,2700
broadcasting except internet,2019-10-01,Los Angeles,2700
broadcasting except internet,2019-11-01,Los Angeles,2700
insurance carriers,2019-03-01,Los Angeles,4944
insurance carriers,2019-01-01,Los Angeles,4897
insurance carriers,2019-02-01,Los Angeles,4873
insurance carriers,2019-04-01,Los Angeles,4944
insurance carriers,2019-05-01,Los Angeles,4921
insurance carriers,2019-06-01,Los Angeles,4897
insurance carriers,2019-07-01,Los Angeles,4944
insurance carriers,2019-08-01,Los Angeles,4944
insurance carriers,2019-09-01,Los Angeles,4897
insurance carriers,2019-12-01,Los Angeles,4944
insurance carriers,2019-10-01,Los Angeles,4873
insurance carriers,2019-11-01,Los Angeles,4873
furniture and related products manufacturing,2019-03-01,Los Angeles,512
furniture and related products manufacturing,2019-01-01,Los Angeles,512
furniture and related products manufacturing,2019-02-01,Los Angeles,512
furniture and related products manufacturing,2019-04-01,Los Angeles,499
furniture and related products manufacturing,2019-05-01,Los Angeles,499
furniture and related products manufacturing,2019-06-01,Los Angeles,493
furniture and related products manufacturing,2019-07-01,Los Angeles,480
furniture and related products manufacturing,2019-08-01,Los Angeles,480
furniture and related products manufacturing,2019-09-01,Los Angeles,467
furniture and related products manufacturing,2019-12-01,Los Angeles,455
furniture and related products manufacturing,2019-10-01,Los Angeles,461
furniture and related products manufacturing,2019-11-01,Los Angeles,461
investigation and security services,2019-03-01,Los Angeles,3402
investigation and security services,2019-01-01,Los Angeles,3415
investigation and security services,2019-02-01,Los Angeles,3396
investigation and security services,2019-04-01,Los Angeles,3396
investigation and security services,2019-05-01,Los Angeles,3467
investigation and security services,2019-06-01,Los Angeles,3408
investigation and security services,2019-07-01,Los Angeles,3467
investigation and security services,2019-08-01,Los Angeles,3493
investigation and security services,2019-09-01,Los Angeles,3538
investigation and security services,2019-12-01,Los Angeles,3603
investigation and security services,2019-10-01,Los Angeles,3628
investigation and security services,2019-11-01,Los Angeles,3635
independent artists writers and performers,2019-03-01,Los Angeles,1419
independent artists writers and performers,2019-01-01,Los Angeles,1433
independent artists writers and performers,2019-02-01,Los Angeles,1460
