Area Type,Area Name,Year,Month,Date,Series Code,Seasonally Adjusted,Current Employment,Industry Title,FIPS,COUNTYFIP,County,Rural/Urban,Regions,Crosswalk Value
County,Contra Costa,2016,August,08/01/2016,80000000,N,13200,other services,6013,13,Contra Costa,Urban,Bay Area,32
County,Contra Costa,2016,September,09/01/2016,80000000,N,13000,other services,6013,13,Contra Costa,Urban,Bay Area,32
County,Contra Costa,2016,October,10/01/2016,80000000,N,13000,other services,6013,13,Contra Costa,Urban,Bay Area,32
County,Contra Costa,2016,November,11/01/2016,80000000,N,13000,other services,6013,13,Contra Costa,Urban,Bay Area,32
County,Contra Costa,2016,December,12/01/2016,80000000,N,12900,other services,6013,13,Contra Costa,Urban,Bay Area,32
County,San Francisco,2016,January,01/01/2016,80000000,N,26500,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,February,02/01/2016,80000000,N,26600,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,March,03/01/2016,80000000,N,26600,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,April,04/01/2016,80000000,N,26800,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,May,05/01/2016,80000000,N,26900,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,June,06/01/2016,80000000,N,26600,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,July,07/01/2016,80000000,N,26900,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,August,08/01/2016,80000000,N,26800,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,September,09/01/2016,80000000,N,27000,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,October,10/01/2016,80000000,N,27100,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,November,11/01/2016,80000000,N,27400,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Francisco,2016,December,12/01/2016,80000000,N,27400,other services,6075,75,San Francisco,Urban,Bay Area,32
County,San Mateo,2016,January,01/01/2016,80000000,N,13500,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,February,02/01/2016,80000000,N,13500,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,March,03/01/2016,80000000,N,13600,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,April,04/01/2016,80000000,N,13800,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,May,05/01/2016,80000000,N,13800,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,June,06/01/2016,80000000,N,13900,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,July,07/01/2016,80000000,N,14000,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,August,08/01/2016,80000000,N,14000,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,September,09/01/2016,80000000,N,14100,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,October,10/01/2016,80000000,N,14100,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,November,11/01/2016,80000000,N,14300,other services,6081,81,San Mateo,Urban,Bay Area,32
County,San Mateo,2016,December,12/01/2016,80000000,N,14300,other services,6081,81,San Mateo,Urban,Bay Area,32
County,Marin,2016,January,01/01/2016,80000000,N,5300,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,February,02/01/2016,80000000,N,5300,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,March,03/01/2016,80000000,N,5300,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,April,04/01/2016,80000000,N,5400,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,May,05/01/2016,80000000,N,5500,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,June,06/01/2016,80000000,N,5600,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,July,07/01/2016,80000000,N,5500,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,August,08/01/2016,80000000,N,5500,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,September,09/01/2016,80000000,N,5600,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,October,10/01/2016,80000000,N,5700,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,November,11/01/2016,80000000,N,5600,other services,6041,41,Marin,Urban,Bay Area,32
County,Marin,2016,December,12/01/2016,80000000,N,5700,other services,6041,41,Marin,Urban,Bay Area,32
County,Napa,2016,January,01/01/2016,80000000,N,2000,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,February,02/01/2016,80000000,N,2000,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,March,03/01/2016,80000000,N,1900,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,April,04/01/2016,80000000,N,2000,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,May,05/01/2016,80000000,N,2000,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,June,06/01/2016,80000000,N,2100,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,July,07/01/2016,80000000,N,2100,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,August,08/01/2016,80000000,N,2100,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,September,09/01/2016,80000000,N,2100,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,October,10/01/2016,80000000,N,2100,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,November,11/01/2016,80000000,N,2200,other services,6055,55,Napa,Rural,Bay Area,32
County,Napa,2016,December,12/01/2016,80000000,N,2100,other services,6055,55,Napa,Rural,Bay Area,32
County,Santa Clara,2016,January,01/01/2016,80000000,N,26200,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,February,02/01/2016,80000000,N,26600,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,March,03/01/2016,80000000,N,26500,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,April,04/01/2016,80000000,N,26900,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,May,05/01/2016,80000000,N,27200,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,June,06/01/2016,80000000,N,27000,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,July,07/01/2016,80000000,N,27700,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,August,08/01/2016,80000000,N,27600,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,September,09/01/2016,80000000,N,27600,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,October,10/01/2016,80000000,N,27000,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,November,11/01/2016,80000000,N,27000,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Santa Clara,2016,December,12/01/2016,80000000,N,26700,other services,6085,85,Santa Clara,Urban,Bay Area,32
County,Solano,2016,January,01/01/2016,80000000,N,4100,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,February,02/01/2016,80000000,N,4100,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,March,03/01/2016,80000000,N,4100,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,April,04/01/2016,80000000,N,4200,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,May,05/01/2016,80000000,N,4100,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,June,06/01/2016,80000000,N,4100,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,July,07/01/2016,80000000,N,4200,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,August,08/01/2016,80000000,N,4200,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,September,09/01/2016,80000000,N,4100,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,October,10/01/2016,80000000,N,4200,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,November,11/01/2016,80000000,N,4200,other services,6095,95,Solano,Urban,Bay Area,32
County,Solano,2016,December,12/01/2016,80000000,N,4100,other services,6095,95,Solano,Urban,Bay Area,32
County,Sonoma,2016,January,01/01/2016,80000000,N,6900,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,February,02/01/2016,80000000,N,7100,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,March,03/01/2016,80000000,N,7100,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,April,04/01/2016,80000000,N,7100,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,May,05/01/2016,80000000,N,7200,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,June,06/01/2016,80000000,N,7500,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,July,07/01/2016,80000000,N,7700,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,August,08/01/2016,80000000,N,7300,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,September,09/01/2016,80000000,N,7200,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,October,10/01/2016,80000000,N,7300,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,November,11/01/2016,80000000,N,7200,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Sonoma,2016,December,12/01/2016,80000000,N,7100,other services,6097,97,Sonoma,Rural,Bay Area,32
County,Alameda,2016,January,01/01/2016,65000000,N,115300,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,February,02/01/2016,65000000,N,116300,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,March,03/01/2016,65000000,N,117000,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,April,04/01/2016,65000000,N,117800,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,May,05/01/2016,65000000,N,117900,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,June,06/01/2016,65000000,N,117300,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,July,07/01/2016,65000000,N,116200,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,August,08/01/2016,65000000,N,116100,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,September,09/01/2016,65000000,N,117800,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,October,10/01/2016,65000000,N,119600,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,November,11/01/2016,65000000,N,119800,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Alameda,2016,December,12/01/2016,65000000,N,119600,educational and health services,6001,1,Alameda,Urban,Bay Area,26
County,Contra Costa,2016,January,01/01/2016,65000000,N,66000,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,February,02/01/2016,65000000,N,66900,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,March,03/01/2016,65000000,N,67300,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,April,04/01/2016,65000000,N,67500,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,May,05/01/2016,65000000,N,67600,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,June,06/01/2016,65000000,N,67000,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,July,07/01/2016,65000000,N,66600,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,August,08/01/2016,65000000,N,66500,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,September,09/01/2016,65000000,N,67300,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,October,10/01/2016,65000000,N,68200,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,November,11/01/2016,65000000,N,68300,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,Contra Costa,2016,December,12/01/2016,65000000,N,68300,educational and health services,6013,13,Contra Costa,Urban,Bay Area,26
County,San Francisco,2016,January,01/01/2016,65000000,N,84300,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,February,02/01/2016,65000000,N,87000,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,March,03/01/2016,65000000,N,88000,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,April,04/01/2016,65000000,N,88100,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,May,05/01/2016,65000000,N,88000,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,June,06/01/2016,65000000,N,87100,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,July,07/01/2016,65000000,N,87000,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,August,08/01/2016,65000000,N,86900,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,September,09/01/2016,65000000,N,87700,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,October,10/01/2016,65000000,N,89300,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,November,11/01/2016,65000000,N,89500,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Francisco,2016,December,12/01/2016,65000000,N,89800,educational and health services,6075,75,San Francisco,Urban,Bay Area,26
County,San Mateo,2016,January,01/01/2016,65000000,N,44000,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,February,02/01/2016,65000000,N,44700,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,March,03/01/2016,65000000,N,44800,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,April,04/01/2016,65000000,N,45200,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,May,05/01/2016,65000000,N,45200,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,June,06/01/2016,65000000,N,44700,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,July,07/01/2016,65000000,N,44600,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,August,08/01/2016,65000000,N,44700,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,September,09/01/2016,65000000,N,45100,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,October,10/01/2016,65000000,N,45700,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,November,11/01/2016,65000000,N,45800,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,San Mateo,2016,December,12/01/2016,65000000,N,45900,educational and health services,6081,81,San Mateo,Urban,Bay Area,26
County,Marin,2016,January,01/01/2016,65000000,N,20100,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,February,02/01/2016,65000000,N,20500,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,March,03/01/2016,65000000,N,20600,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,April,04/01/2016,65000000,N,20800,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,May,05/01/2016,65000000,N,20900,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,June,06/01/2016,65000000,N,20500,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,July,07/01/2016,65000000,N,20400,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,August,08/01/2016,65000000,N,19900,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,September,09/01/2016,65000000,N,20600,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,October,10/01/2016,65000000,N,21000,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,November,11/01/2016,65000000,N,21100,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Marin,2016,December,12/01/2016,65000000,N,21200,educational and health services,6041,41,Marin,Urban,Bay Area,26
County,Napa,2016,January,01/01/2016,65000000,N,9900,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,February,02/01/2016,65000000,N,10100,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,March,03/01/2016,65000000,N,9900,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,April,04/01/2016,65000000,N,10000,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,May,05/01/2016,65000000,N,10000,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,June,06/01/2016,65000000,N,9800,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,July,07/01/2016,65000000,N,9400,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,August,08/01/2016,65000000,N,9500,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,September,09/01/2016,65000000,N,9700,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,October,10/01/2016,65000000,N,10100,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,November,11/01/2016,65000000,N,10200,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Napa,2016,December,12/01/2016,65000000,N,10200,educational and health services,6055,55,Napa,Rural,Bay Area,26
County,Santa Clara,2016,January,01/01/2016,65000000,N,157800,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,February,02/01/2016,65000000,N,160100,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,March,03/01/2016,65000000,N,160400,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,April,04/01/2016,65000000,N,161600,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,May,05/01/2016,65000000,N,162100,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,June,06/01/2016,65000000,N,160900,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,July,07/01/2016,65000000,N,158700,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,August,08/01/2016,65000000,N,158500,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,September,09/01/2016,65000000,N,158400,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,October,10/01/2016,65000000,N,162400,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,November,11/01/2016,65000000,N,163200,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Santa Clara,2016,December,12/01/2016,65000000,N,163400,educational and health services,6085,85,Santa Clara,Urban,Bay Area,26
County,Solano,2016,January,01/01/2016,65000000,N,25700,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,February,02/01/2016,65000000,N,26000,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,March,03/01/2016,65000000,N,26100,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,April,04/01/2016,65000000,N,26600,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,May,05/01/2016,65000000,N,26700,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,June,06/01/2016,65000000,N,26700,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,July,07/01/2016,65000000,N,26300,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,August,08/01/2016,65000000,N,26500,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,September,09/01/2016,65000000,N,26800,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,October,10/01/2016,65000000,N,27200,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,November,11/01/2016,65000000,N,27000,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Solano,2016,December,12/01/2016,65000000,N,27400,educational and health services,6095,95,Solano,Urban,Bay Area,26
County,Sonoma,2016,January,01/01/2016,65000000,N,32700,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,February,02/01/2016,65000000,N,33000,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,March,03/01/2016,65000000,N,33000,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,April,04/01/2016,65000000,N,33100,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,May,05/01/2016,65000000,N,33100,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,June,06/01/2016,65000000,N,33100,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,July,07/01/2016,65000000,N,32700,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,August,08/01/2016,65000000,N,32600,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,September,09/01/2016,65000000,N,33100,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,October,10/01/2016,65000000,N,33200,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,November,11/01/2016,65000000,N,33300,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Sonoma,2016,December,12/01/2016,65000000,N,33500,educational and health services,6097,97,Sonoma,Rural,Bay Area,26
County,Alameda,2016,January,01/01/2016,50000000,N,17800,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,February,02/01/2016,50000000,N,17800,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,March,03/01/2016,50000000,N,17900,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,April,04/01/2016,50000000,N,18100,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,May,05/01/2016,50000000,N,18100,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,June,06/01/2016,50000000,N,18300,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,July,07/01/2016,50000000,N,18400,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,August,08/01/2016,50000000,N,18600,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,September,09/01/2016,50000000,N,18300,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,October,10/01/2016,50000000,N,18400,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,November,11/01/2016,50000000,N,18500,information,6001,1,Alameda,Urban,Bay Area,18
County,Alameda,2016,December,12/01/2016,50000000,N,18600,information,6001,1,Alameda,Urban,Bay Area,18
County,Contra Costa,2016,January,01/01/2016,50000000,N,8200,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,February,02/01/2016,50000000,N,8200,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,March,03/01/2016,50000000,N,8200,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,April,04/01/2016,50000000,N,8100,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,May,05/01/2016,50000000,N,8100,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,June,06/01/2016,50000000,N,8000,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,July,07/01/2016,50000000,N,8100,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,August,08/01/2016,50000000,N,8200,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,September,09/01/2016,50000000,N,8000,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,October,10/01/2016,50000000,N,8100,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,November,11/01/2016,50000000,N,8100,information,6013,13,Contra Costa,Urban,Bay Area,18
County,Contra Costa,2016,December,12/01/2016,50000000,N,8100,information,6013,13,Contra Costa,Urban,Bay Area,18
County,San Francisco,2016,January,01/01/2016,50000000,N,36700,information,6075,75,San Francisco,Urban,Bay Area,18
County,San Francisco,2016,February,02/01/2016,50000000,N,37200,information,6075,75,San Francisco,Urban,Bay Area,18
County,San Francisco,2016,March,03/01/2016,50000000,N,38100,information,6075,75,San Francisco,Urban,Bay Area,18
County,San Francisco,2016,April,04/01/2016,50000000,N,38200,information,6075,75,San Francisco,Urban,Bay Area,18
County,San Francisco,2016,May,05/01/2016,50000000,N,38500,information,6075,75,San Francisco,Urban,Bay Area,18
County,San Francisco,2016,June,06/01/2016,50000000,N,39300,information,6075,75,San Francisco,Urban,Bay Area,18
County,San Francisco,2016,July,07/01/2016,50000000,N,39900,information,6075,75,San Francisco,Urban,Bay Area,18
County,San Francisco,2016,August,08/01/2016,50000000,N,40000,information,6075,75,San Francisco,Urban,Bay Area,18
County,San Francisco,2016,September,09/01/2016,50000000,N,40100,information,6075,75,San Francisco,Urban,Bay Area,18
County,San Francisco,2016,October,10/01/2016,50000000,N,40200,information,6075,75,San Francisco,Urban,Bay Area,18
