Industry,Date,County,High Wage Count,Employment Count,Cost of Living
animal slaughtering and processing,2015-11-01,Los Angeles,239,4800.0,72636
animal slaughtering and processing,2015-12-01,Los Angeles,244,4900.0,72636
animal slaughtering and processing,2015-12-01,Los Angeles,244,4900.0,72636
apparel piece goods and notions merchant wholesalers,2015-01-01,Los Angeles,3221,26600.0,72636
apparel piece goods and notions merchant wholesalers,2015-01-01,Los Angeles,3221,26600.0,72636
apparel piece goods and notions merchant wholesalers,2015-02-01,Los Angeles,3257,26900.0,72636
apparel piece goods and notions merchant wholesalers,2015-02-01,Los Angeles,3257,26900.0,72636
apparel piece goods and notions merchant wholesalers,2015-03-01,Los Angeles,3281,27100.0,72636
apparel piece goods and notions merchant wholesalers,2015-03-01,Los Angeles,3281,27100.0,72636
apparel piece goods and notions merchant wholesalers,2015-04-01,Los Angeles,3318,27400.0,72636
apparel piece goods and notions merchant wholesalers,2015-04-01,Los Angeles,3318,27400.0,72636
apparel piece goods and notions merchant wholesalers,2015-05-01,Los Angeles,3318,27400.0,72636
apparel piece goods and notions merchant wholesalers,2015-05-01,Los Angeles,3318,27400.0,72636
apparel piece goods and notions merchant wholesalers,2015-06-01,Los Angeles,3306,27300.0,72636
apparel piece goods and notions merchant wholesalers,2015-06-01,Los Angeles,3306,27300.0,72636
apparel piece goods and notions merchant wholesalers,2015-07-01,Los Angeles,3281,27100.0,72636
apparel piece goods and notions merchant wholesalers,2015-07-01,Los Angeles,3281,27100.0,72636
apparel piece goods and notions merchant wholesalers,2015-08-01,Los Angeles,3257,26900.0,72636
apparel piece goods and notions merchant wholesalers,2015-08-01,Los Angeles,3257,26900.0,72636
apparel piece goods and notions merchant wholesalers,2015-09-01,Los Angeles,3257,26900.0,72636
apparel piece goods and notions merchant wholesalers,2015-09-01,Los Angeles,3257,26900.0,72636
apparel piece goods and notions merchant wholesalers,2015-10-01,Los Angeles,3294,27200.0,72636
apparel piece goods and notions merchant wholesalers,2015-10-01,Los Angeles,3294,27200.0,72636
apparel piece goods and notions merchant wholesalers,2015-11-01,Los Angeles,3269,27000.0,72636
apparel piece goods and notions merchant wholesalers,2015-11-01,Los Angeles,3269,27000.0,72636
apparel piece goods and notions merchant wholesalers,2015-12-01,Los Angeles,3269,27000.0,72636
apparel piece goods and notions merchant wholesalers,2015-12-01,Los Angeles,3269,27000.0,72636
architectural engineering and related services,2015-01-01,Los Angeles,10319,30300.0,72636
architectural engineering and related services,2015-01-01,Los Angeles,10319,30300.0,72636
architectural engineering and related services,2015-02-01,Los Angeles,10353,30400.0,72636
architectural engineering and related services,2015-02-01,Los Angeles,10353,30400.0,72636
architectural engineering and related services,2015-03-01,Los Angeles,10353,30400.0,72636
architectural engineering and related services,2015-03-01,Los Angeles,10353,30400.0,72636
architectural engineering and related services,2015-04-01,Los Angeles,10319,30300.0,72636
architectural engineering and related services,2015-04-01,Los Angeles,10319,30300.0,72636
architectural engineering and related services,2015-05-01,Los Angeles,10353,30400.0,72636
architectural engineering and related services,2015-05-01,Los Angeles,10353,30400.0,72636
architectural engineering and related services,2015-06-01,Los Angeles,10421,30600.0,72636
architectural engineering and related services,2015-06-01,Los Angeles,10421,30600.0,72636
architectural engineering and related services,2015-07-01,Los Angeles,10625,31200.0,72636
architectural engineering and related services,2015-07-01,Los Angeles,10625,31200.0,72636
architectural engineering and related services,2015-08-01,Los Angeles,10625,31200.0,72636
architectural engineering and related services,2015-08-01,Los Angeles,10625,31200.0,72636
architectural engineering and related services,2015-09-01,Los Angeles,10523,30900.0,72636
architectural engineering and related services,2015-09-01,Los Angeles,10523,30900.0,72636
architectural engineering and related services,2015-10-01,Los Angeles,10591,31100.0,72636
architectural engineering and related services,2015-10-01,Los Angeles,10591,31100.0,72636
architectural engineering and related services,2015-11-01,Los Angeles,10557,31000.0,72636
architectural engineering and related services,2015-11-01,Los Angeles,10557,31000.0,72636
architectural engineering and related services,2015-12-01,Los Angeles,10591,31100.0,72636
architectural engineering and related services,2015-12-01,Los Angeles,10591,31100.0,72636
automobile dealers,2015-01-01,Los Angeles,3573,30600.0,72636
automobile dealers,2015-01-01,Los Angeles,3573,30600.0,72636
automobile dealers,2015-02-01,Los Angeles,3608,30900.0,72636
automobile dealers,2015-02-01,Los Angeles,3608,30900.0,72636
automobile dealers,2015-03-01,Los Angeles,3562,30500.0,72636
automobile dealers,2015-03-01,Los Angeles,3562,30500.0,72636
automobile dealers,2015-04-01,Los Angeles,3632,31100.0,72636
automobile dealers,2015-04-01,Los Angeles,3632,31100.0,72636
automobile dealers,2015-05-01,Los Angeles,3643,31200.0,72636
automobile dealers,2015-05-01,Los Angeles,3643,31200.0,72636
automobile dealers,2015-06-01,Los Angeles,3597,30800.0,72636
automobile dealers,2015-06-01,Los Angeles,3597,30800.0,72636
automobile dealers,2015-07-01,Los Angeles,3702,31700.0,72636
automobile dealers,2015-07-01,Los Angeles,3702,31700.0,72636
automobile dealers,2015-08-01,Los Angeles,3748,32100.0,72636
automobile dealers,2015-08-01,Los Angeles,3748,32100.0,72636
automobile dealers,2015-09-01,Los Angeles,3725,31900.0,72636
automobile dealers,2015-09-01,Los Angeles,3725,31900.0,72636
automobile dealers,2015-10-01,Los Angeles,3760,32200.0,72636
automobile dealers,2015-10-01,Los Angeles,3760,32200.0,72636
automobile dealers,2015-11-01,Los Angeles,3783,32400.0,72636
automobile dealers,2015-11-01,Los Angeles,3783,32400.0,72636
automobile dealers,2015-12-01,Los Angeles,3737,32000.0,72636
automobile dealers,2015-12-01,Los Angeles,3737,32000.0,72636
automotive parts accessories and tire stores,2015-01-01,Los Angeles,189,12200.0,72636
automotive parts accessories and tire stores,2015-01-01,Los Angeles,189,12200.0,72636
automotive parts accessories and tire stores,2015-02-01,Los Angeles,192,12400.0,72636
automotive parts accessories and tire stores,2015-02-01,Los Angeles,192,12400.0,72636
automotive parts accessories and tire stores,2015-03-01,Los Angeles,194,12500.0,72636
automotive parts accessories and tire stores,2015-03-01,Los Angeles,194,12500.0,72636
automotive parts accessories and tire stores,2015-04-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-04-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-05-01,Los Angeles,192,12400.0,72636
automotive parts accessories and tire stores,2015-05-01,Los Angeles,192,12400.0,72636
automotive parts accessories and tire stores,2015-06-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-06-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-07-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-07-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-08-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-08-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-09-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-09-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-10-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-10-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-11-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-11-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-12-01,Los Angeles,191,12300.0,72636
automotive parts accessories and tire stores,2015-12-01,Los Angeles,191,12300.0,72636
book stores and news dealers,2015-01-01,Los Angeles,199,2900.0,72636
book stores and news dealers,2015-01-01,Los Angeles,199,2900.0,72636
book stores and news dealers,2015-02-01,Los Angeles,199,2900.0,72636
book stores and news dealers,2015-02-01,Los Angeles,199,2900.0,72636
book stores and news dealers,2015-03-01,Los Angeles,192,2800.0,72636
book stores and news dealers,2015-03-01,Los Angeles,192,2800.0,72636
book stores and news dealers,2015-04-01,Los Angeles,185,2700.0,72636
book stores and news dealers,2015-04-01,Los Angeles,185,2700.0,72636
book stores and news dealers,2015-05-01,Los Angeles,185,2700.0,72636
book stores and news dealers,2015-05-01,Los Angeles,185,2700.0,72636
book stores and news dealers,2015-06-01,Los Angeles,165,2400.0,72636
book stores and news dealers,2015-06-01,Los Angeles,165,2400.0,72636
book stores and news dealers,2015-07-01,Los Angeles,158,2300.0,72636
book stores and news dealers,2015-07-01,Los Angeles,158,2300.0,72636
book stores and news dealers,2015-08-01,Los Angeles,199,2900.0,72636
book stores and news dealers,2015-08-01,Los Angeles,199,2900.0,72636
book stores and news dealers,2015-09-01,Los Angeles,192,2800.0,72636
book stores and news dealers,2015-09-01,Los Angeles,192,2800.0,72636
book stores and news dealers,2015-10-01,Los Angeles,185,2700.0,72636
book stores and news dealers,2015-10-01,Los Angeles,185,2700.0,72636
book stores and news dealers,2015-11-01,Los Angeles,192,2800.0,72636
book stores and news dealers,2015-11-01,Los Angeles,192,2800.0,72636
book stores and news dealers,2015-12-01,Los Angeles,206,3000.0,72636
book stores and news dealers,2015-12-01,Los Angeles,206,3000.0,72636
business support services,2015-01-01,Los Angeles,1231,16200.0,72636
business support services,2015-01-01,Los Angeles,1231,16200.0,72636
business support services,2015-02-01,Los Angeles,1238,16300.0,72636
business support services,2015-02-01,Los Angeles,1238,16300.0,72636
business support services,2015-03-01,Los Angeles,1231,16200.0,72636
business support services,2015-03-01,Los Angeles,1231,16200.0,72636
business support services,2015-04-01,Los Angeles,1246,16400.0,72636
business support services,2015-04-01,Los Angeles,1246,16400.0,72636
business support services,2015-05-01,Los Angeles,1254,16500.0,72636
business support services,2015-05-01,Los Angeles,1254,16500.0,72636
business support services,2015-06-01,Los Angeles,1254,16500.0,72636
business support services,2015-06-01,Los Angeles,1254,16500.0,72636
business support services,2015-07-01,Los Angeles,1254,16500.0,72636
business support services,2015-07-01,Los Angeles,1254,16500.0,72636
business support services,2015-08-01,Los Angeles,1223,16100.0,72636
business support services,2015-08-01,Los Angeles,1223,16100.0,72636
business support services,2015-09-01,Los Angeles,1216,16000.0,72636
business support services,2015-09-01,Los Angeles,1216,16000.0,72636
business support services,2015-10-01,Los Angeles,1238,16300.0,72636
business support services,2015-10-01,Los Angeles,1238,16300.0,72636
business support services,2015-11-01,Los Angeles,1238,16300.0,72636
business support services,2015-11-01,Los Angeles,1238,16300.0,72636
business support services,2015-12-01,Los Angeles,1238,16300.0,72636
business support services,2015-12-01,Los Angeles,1238,16300.0,72636
child day care services,2015-01-01,Los Angeles,418,16800.0,72636
child day care services,2015-01-01,Los Angeles,418,16800.0,72636
child day care services,2015-01-01,Los Angeles,418,16800.0,72636
child day care services,2015-01-01,Los Angeles,418,16800.0,72636
child day care services,2015-02-01,Los Angeles,426,17100.0,72636
child day care services,2015-02-01,Los Angeles,426,17100.0,72636
child day care services,2015-02-01,Los Angeles,426,17100.0,72636
child day care services,2015-02-01,Los Angeles,426,17100.0,72636
child day care services,2015-03-01,Los Angeles,428,17200.0,72636
child day care services,2015-03-01,Los Angeles,428,17200.0,72636
child day care services,2015-03-01,Los Angeles,428,17200.0,72636
child day care services,2015-03-01,Los Angeles,428,17200.0,72636
child day care services,2015-04-01,Los Angeles,431,17300.0,72636
child day care services,2015-04-01,Los Angeles,431,17300.0,72636
child day care services,2015-04-01,Los Angeles,431,17300.0,72636
child day care services,2015-04-01,Los Angeles,431,17300.0,72636
child day care services,2015-05-01,Los Angeles,433,17400.0,72636
child day care services,2015-05-01,Los Angeles,433,17400.0,72636
child day care services,2015-05-01,Los Angeles,433,17400.0,72636
child day care services,2015-05-01,Los Angeles,433,17400.0,72636
child day care services,2015-06-01,Los Angeles,416,16700.0,72636
child day care services,2015-06-01,Los Angeles,416,16700.0,72636
child day care services,2015-06-01,Los Angeles,416,16700.0,72636
child day care services,2015-06-01,Los Angeles,416,16700.0,72636
child day care services,2015-07-01,Los Angeles,396,15900.0,72636
child day care services,2015-07-01,Los Angeles,396,15900.0,72636
child day care services,2015-07-01,Los Angeles,396,15900.0,72636
child day care services,2015-07-01,Los Angeles,396,15900.0,72636
child day care services,2015-08-01,Los Angeles,403,16200.0,72636
child day care services,2015-08-01,Los Angeles,403,16200.0,72636
child day care services,2015-08-01,Los Angeles,403,16200.0,72636
child day care services,2015-08-01,Los Angeles,403,16200.0,72636
child day care services,2015-09-01,Los Angeles,431,17300.0,72636
child day care services,2015-09-01,Los Angeles,431,17300.0,72636
child day care services,2015-09-01,Los Angeles,431,17300.0,72636
child day care services,2015-09-01,Los Angeles,431,17300.0,72636
child day care services,2015-10-01,Los Angeles,438,17600.0,72636
child day care services,2015-10-01,Los Angeles,438,17600.0,72636
child day care services,2015-10-01,Los Angeles,438,17600.0,72636
child day care services,2015-10-01,Los Angeles,438,17600.0,72636
child day care services,2015-11-01,Los Angeles,441,17700.0,72636
child day care services,2015-11-01,Los Angeles,441,17700.0,72636
child day care services,2015-11-01,Los Angeles,441,17700.0,72636
child day care services,2015-11-01,Los Angeles,441,17700.0,72636
child day care services,2015-12-01,Los Angeles,438,17600.0,72636
child day care services,2015-12-01,Los Angeles,438,17600.0,72636
child day care services,2015-12-01,Los Angeles,438,17600.0,72636
child day care services,2015-12-01,Los Angeles,438,17600.0,72636
colleges universities and professional schools including junior colleges,2015-01-01,Los Angeles,11706,59700.0,72636
colleges universities and professional schools including junior colleges,2015-01-01,Los Angeles,11706,59700.0,72636
colleges universities and professional schools including junior colleges,2015-02-01,Los Angeles,13078,66700.0,72636
colleges universities and professional schools including junior colleges,2015-02-01,Los Angeles,13078,66700.0,72636
colleges universities and professional schools including junior colleges,2015-03-01,Los Angeles,13098,66800.0,72636
colleges universities and professional schools including junior colleges,2015-03-01,Los Angeles,13098,66800.0,72636
colleges universities and professional schools including junior colleges,2015-04-01,Los Angeles,13176,67200.0,72636
colleges universities and professional schools including junior colleges,2015-04-01,Los Angeles,13176,67200.0,72636
colleges universities and professional schools including junior colleges,2015-05-01,Los Angeles,12804,65300.0,72636
colleges universities and professional schools including junior colleges,2015-05-01,Los Angeles,12804,65300.0,72636
colleges universities and professional schools including junior colleges,2015-06-01,Los Angeles,10863,55400.0,72636
colleges universities and professional schools including junior colleges,2015-06-01,Los Angeles,10863,55400.0,72636
colleges universities and professional schools including junior colleges,2015-07-01,Los Angeles,10667,54400.0,72636
colleges universities and professional schools including junior colleges,2015-07-01,Los Angeles,10667,54400.0,72636
colleges universities and professional schools including junior colleges,2015-08-01,Los Angeles,11118,56700.0,72636
colleges universities and professional schools including junior colleges,2015-08-01,Los Angeles,11118,56700.0,72636
colleges universities and professional schools including junior colleges,2015-09-01,Los Angeles,12549,64000.0,72636
colleges universities and professional schools including junior colleges,2015-09-01,Los Angeles,12549,64000.0,72636
colleges universities and professional schools including junior colleges,2015-10-01,Los Angeles,13451,68600.0,72636
colleges universities and professional schools including junior colleges,2015-10-01,Los Angeles,13451,68600.0,72636
colleges universities and professional schools including junior colleges,2015-11-01,Los Angeles,13843,70600.0,72636
colleges universities and professional schools including junior colleges,2015-11-01,Los Angeles,13843,70600.0,72636
colleges universities and professional schools including junior colleges,2015-12-01,Los Angeles,13725,70000.0,72636
colleges universities and professional schools including junior colleges,2015-12-01,Los Angeles,13725,70000.0,72636
computer systems design and related services,2015-01-01,Los Angeles,12953,30200.0,72636
computer systems design and related services,2015-01-01,Los Angeles,12953,30200.0,72636
computer systems design and related services,2015-02-01,Los Angeles,13082,30500.0,72636
computer systems design and related services,2015-02-01,Los Angeles,13082,30500.0,72636
computer systems design and related services,2015-03-01,Los Angeles,13082,30500.0,72636
computer systems design and related services,2015-03-01,Los Angeles,13082,30500.0,72636
computer systems design and related services,2015-04-01,Los Angeles,13468,31400.0,72636
computer systems design and related services,2015-04-01,Los Angeles,13468,31400.0,72636
computer systems design and related services,2015-05-01,Los Angeles,13554,31600.0,72636
computer systems design and related services,2015-05-01,Los Angeles,13554,31600.0,72636
computer systems design and related services,2015-06-01,Los Angeles,13554,31600.0,72636
computer systems design and related services,2015-06-01,Los Angeles,13554,31600.0,72636
computer systems design and related services,2015-07-01,Los Angeles,13726,32000.0,72636
computer systems design and related services,2015-07-01,Los Angeles,13726,32000.0,72636
computer systems design and related services,2015-08-01,Los Angeles,13768,32100.0,72636
computer systems design and related services,2015-08-01,Los Angeles,13768,32100.0,72636
computer systems design and related services,2015-09-01,Los Angeles,13640,31800.0,72636
computer systems design and related services,2015-09-01,Los Angeles,13640,31800.0,72636
computer systems design and related services,2015-10-01,Los Angeles,13940,32500.0,72636
computer systems design and related services,2015-10-01,Los Angeles,13940,32500.0,72636
computer systems design and related services,2015-11-01,Los Angeles,13897,32400.0,72636
computer systems design and related services,2015-11-01,Los Angeles,13897,32400.0,72636
computer systems design and related services,2015-12-01,Los Angeles,13897,32400.0,72636
computer systems design and related services,2015-12-01,Los Angeles,13897,32400.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,3422,35300.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,3422,35300.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1047,10800.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1047,10800.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,940,9700.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,940,9700.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1483,15300.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1483,15300.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-01-01,Los Angeles,1755,18100.0,72636
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2015-02-01,Los Angeles,3442,35500.0,72636
