Industry,Date,County,High Wage Count,Cost of Living,Employment Count,Output Race
agencies brokerages and other insurance related activities,2019-01-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-01-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-02-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-02-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-02-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-02-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-02-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-02-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-03-01,Los Angeles,5542,80216,15838.368115139772,White
agencies brokerages and other insurance related activities,2019-03-01,Los Angeles,5542,80216,15838.368115139772,White
agencies brokerages and other insurance related activities,2019-03-01,Los Angeles,5542,80216,15838.368115139772,White
agencies brokerages and other insurance related activities,2019-03-01,Los Angeles,5542,80216,15838.368115139772,White
agencies brokerages and other insurance related activities,2019-03-01,Los Angeles,5542,80216,15838.368115139772,White
agencies brokerages and other insurance related activities,2019-03-01,Los Angeles,5542,80216,15838.368115139772,White
agencies brokerages and other insurance related activities,2019-04-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-04-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-04-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-04-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-04-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-04-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-05-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-05-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-05-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-05-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-05-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-05-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-06-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-06-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-06-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-06-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-06-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-06-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-07-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-07-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-07-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-07-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-07-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-07-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-08-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-08-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-08-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-08-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-08-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-08-01,Los Angeles,5562,80216,15893.747024633269,White
agencies brokerages and other insurance related activities,2019-09-01,Los Angeles,5523,80216,15782.989205646278,White
agencies brokerages and other insurance related activities,2019-09-01,Los Angeles,5523,80216,15782.989205646278,White
agencies brokerages and other insurance related activities,2019-09-01,Los Angeles,5523,80216,15782.989205646278,White
agencies brokerages and other insurance related activities,2019-09-01,Los Angeles,5523,80216,15782.989205646278,White
agencies brokerages and other insurance related activities,2019-09-01,Los Angeles,5523,80216,15782.989205646278,White
agencies brokerages and other insurance related activities,2019-09-01,Los Angeles,5523,80216,15782.989205646278,White
agencies brokerages and other insurance related activities,2019-10-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-10-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-10-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-10-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-10-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-10-01,Los Angeles,5581,80216,15949.125934126765,White
agencies brokerages and other insurance related activities,2019-11-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-11-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-11-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-11-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-11-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-11-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-12-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-12-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-12-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-12-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-12-01,Los Angeles,5600,80216,16004.50484362026,White
agencies brokerages and other insurance related activities,2019-12-01,Los Angeles,5600,80216,16004.50484362026,White
animal slaughtering and processing,2019-01-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-01-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-02-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-02-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-03-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-03-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-04-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-04-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-05-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-05-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-06-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-06-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-07-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-07-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-08-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-08-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-09-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-09-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-10-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-10-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-11-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-11-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-12-01,Los Angeles,286,80216,483.8370511701545,White
animal slaughtering and processing,2019-12-01,Los Angeles,286,80216,483.8370511701545,White
apparel piece goods and notions merchant wholesalers,2019-01-01,Los Angeles,641,80216,4339.670494887397,White
apparel piece goods and notions merchant wholesalers,2019-01-01,Los Angeles,641,80216,4339.670494887397,White
apparel piece goods and notions merchant wholesalers,2019-02-01,Los Angeles,643,80216,4356.425979423641,White
apparel piece goods and notions merchant wholesalers,2019-02-01,Los Angeles,643,80216,4356.425979423641,White
apparel piece goods and notions merchant wholesalers,2019-03-01,Los Angeles,648,80216,4389.936948496131,White
apparel piece goods and notions merchant wholesalers,2019-03-01,Los Angeles,648,80216,4389.936948496131,White
apparel piece goods and notions merchant wholesalers,2019-04-01,Los Angeles,643,80216,4356.425979423641,White
apparel piece goods and notions merchant wholesalers,2019-04-01,Los Angeles,643,80216,4356.425979423641,White
apparel piece goods and notions merchant wholesalers,2019-05-01,Los Angeles,641,80216,4339.670494887397,White
apparel piece goods and notions merchant wholesalers,2019-05-01,Los Angeles,641,80216,4339.670494887397,White
apparel piece goods and notions merchant wholesalers,2019-06-01,Los Angeles,639,80216,4322.915010351152,White
apparel piece goods and notions merchant wholesalers,2019-06-01,Los Angeles,639,80216,4322.915010351152,White
apparel piece goods and notions merchant wholesalers,2019-07-01,Los Angeles,639,80216,4322.915010351152,White
apparel piece goods and notions merchant wholesalers,2019-07-01,Los Angeles,639,80216,4322.915010351152,White
apparel piece goods and notions merchant wholesalers,2019-08-01,Los Angeles,639,80216,4322.915010351152,White
apparel piece goods and notions merchant wholesalers,2019-08-01,Los Angeles,639,80216,4322.915010351152,White
apparel piece goods and notions merchant wholesalers,2019-09-01,Los Angeles,634,80216,4289.404041278663,White
apparel piece goods and notions merchant wholesalers,2019-09-01,Los Angeles,634,80216,4289.404041278663,White
apparel piece goods and notions merchant wholesalers,2019-10-01,Los Angeles,631,80216,4272.648556742418,White
apparel piece goods and notions merchant wholesalers,2019-10-01,Los Angeles,631,80216,4272.648556742418,White
apparel piece goods and notions merchant wholesalers,2019-11-01,Los Angeles,639,80216,4322.915010351152,White
apparel piece goods and notions merchant wholesalers,2019-11-01,Los Angeles,639,80216,4322.915010351152,White
apparel piece goods and notions merchant wholesalers,2019-12-01,Los Angeles,641,80216,4339.670494887397,White
apparel piece goods and notions merchant wholesalers,2019-12-01,Los Angeles,641,80216,4339.670494887397,White
architectural engineering and related services,2019-01-01,Los Angeles,8124,80216,17940.080404686945,White
architectural engineering and related services,2019-01-01,Los Angeles,8124,80216,17940.080404686945,White
architectural engineering and related services,2019-01-01,Los Angeles,8124,80216,17940.080404686945,White
architectural engineering and related services,2019-01-01,Los Angeles,8124,80216,17940.080404686945,White
architectural engineering and related services,2019-02-01,Los Angeles,8148,80216,17992.080637744006,White
architectural engineering and related services,2019-02-01,Los Angeles,8148,80216,17992.080637744006,White
architectural engineering and related services,2019-02-01,Los Angeles,8148,80216,17992.080637744006,White
architectural engineering and related services,2019-02-01,Los Angeles,8148,80216,17992.080637744006,White
architectural engineering and related services,2019-03-01,Los Angeles,8124,80216,17940.080404686945,White
architectural engineering and related services,2019-03-01,Los Angeles,8124,80216,17940.080404686945,White
architectural engineering and related services,2019-03-01,Los Angeles,8124,80216,17940.080404686945,White
architectural engineering and related services,2019-03-01,Los Angeles,8124,80216,17940.080404686945,White
architectural engineering and related services,2019-04-01,Los Angeles,8289,80216,18304.082036086387,White
architectural engineering and related services,2019-04-01,Los Angeles,8289,80216,18304.082036086387,White
architectural engineering and related services,2019-04-01,Los Angeles,8289,80216,18304.082036086387,White
architectural engineering and related services,2019-04-01,Los Angeles,8289,80216,18304.082036086387,White
architectural engineering and related services,2019-05-01,Los Angeles,8336,80216,18408.082502200516,White
architectural engineering and related services,2019-05-01,Los Angeles,8336,80216,18408.082502200516,White
architectural engineering and related services,2019-05-01,Los Angeles,8336,80216,18408.082502200516,White
architectural engineering and related services,2019-05-01,Los Angeles,8336,80216,18408.082502200516,White
architectural engineering and related services,2019-06-01,Los Angeles,8407,80216,18564.083201371708,White
architectural engineering and related services,2019-06-01,Los Angeles,8407,80216,18564.083201371708,White
architectural engineering and related services,2019-06-01,Los Angeles,8407,80216,18564.083201371708,White
architectural engineering and related services,2019-06-01,Los Angeles,8407,80216,18564.083201371708,White
architectural engineering and related services,2019-07-01,Los Angeles,8572,80216,18928.084832771154,White
architectural engineering and related services,2019-07-01,Los Angeles,8572,80216,18928.084832771154,White
architectural engineering and related services,2019-07-01,Los Angeles,8572,80216,18928.084832771154,White
architectural engineering and related services,2019-07-01,Los Angeles,8572,80216,18928.084832771154,White
architectural engineering and related services,2019-08-01,Los Angeles,8572,80216,18928.084832771154,White
architectural engineering and related services,2019-08-01,Los Angeles,8572,80216,18928.084832771154,White
architectural engineering and related services,2019-08-01,Los Angeles,8572,80216,18928.084832771154,White
architectural engineering and related services,2019-08-01,Los Angeles,8572,80216,18928.084832771154,White
architectural engineering and related services,2019-09-01,Los Angeles,8477,80216,18720.083900542897,White
architectural engineering and related services,2019-09-01,Los Angeles,8477,80216,18720.083900542897,White
architectural engineering and related services,2019-09-01,Los Angeles,8477,80216,18720.083900542897,White
architectural engineering and related services,2019-09-01,Los Angeles,8477,80216,18720.083900542897,White
architectural engineering and related services,2019-10-01,Los Angeles,8595,80216,18980.085065828214,White
architectural engineering and related services,2019-10-01,Los Angeles,8595,80216,18980.085065828214,White
architectural engineering and related services,2019-10-01,Los Angeles,8595,80216,18980.085065828214,White
architectural engineering and related services,2019-10-01,Los Angeles,8595,80216,18980.085065828214,White
architectural engineering and related services,2019-11-01,Los Angeles,8595,80216,18980.085065828214,White
architectural engineering and related services,2019-11-01,Los Angeles,8595,80216,18980.085065828214,White
architectural engineering and related services,2019-11-01,Los Angeles,8595,80216,18980.085065828214,White
architectural engineering and related services,2019-11-01,Los Angeles,8595,80216,18980.085065828214,White
architectural engineering and related services,2019-12-01,Los Angeles,8642,80216,19084.085531942343,White
architectural engineering and related services,2019-12-01,Los Angeles,8642,80216,19084.085531942343,White
architectural engineering and related services,2019-12-01,Los Angeles,8642,80216,19084.085531942343,White
architectural engineering and related services,2019-12-01,Los Angeles,8642,80216,19084.085531942343,White
automobile dealers,2019-01-01,Los Angeles,4901,80216,10939.28518440672,White
automobile dealers,2019-01-01,Los Angeles,4901,80216,10939.28518440672,White
automobile dealers,2019-01-01,Los Angeles,4901,80216,10939.28518440672,White
automobile dealers,2019-01-01,Los Angeles,4901,80216,10939.28518440672,White
automobile dealers,2019-02-01,Los Angeles,4901,80216,10939.28518440672,White
automobile dealers,2019-02-01,Los Angeles,4901,80216,10939.28518440672,White
automobile dealers,2019-02-01,Los Angeles,4901,80216,10939.28518440672,White
automobile dealers,2019-02-01,Los Angeles,4901,80216,10939.28518440672,White
automobile dealers,2019-03-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-03-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-03-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-03-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-04-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-04-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-04-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-04-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-05-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-05-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-05-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-05-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-06-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-06-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-06-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-06-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-07-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-07-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-07-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-07-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-08-01,Los Angeles,4886,80216,10905.20641436184,White
automobile dealers,2019-08-01,Los Angeles,4886,80216,10905.20641436184,White
automobile dealers,2019-08-01,Los Angeles,4886,80216,10905.20641436184,White
automobile dealers,2019-08-01,Los Angeles,4886,80216,10905.20641436184,White
automobile dealers,2019-09-01,Los Angeles,4840,80216,10802.970104227199,White
automobile dealers,2019-09-01,Los Angeles,4840,80216,10802.970104227199,White
automobile dealers,2019-09-01,Los Angeles,4840,80216,10802.970104227199,White
automobile dealers,2019-09-01,Los Angeles,4840,80216,10802.970104227199,White
automobile dealers,2019-10-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-10-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-10-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-10-01,Los Angeles,4855,80216,10837.048874272079,White
automobile dealers,2019-11-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-11-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-11-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-11-01,Los Angeles,4870,80216,10871.127644316959,White
automobile dealers,2019-12-01,Los Angeles,4840,80216,10802.970104227199,White
automobile dealers,2019-12-01,Los Angeles,4840,80216,10802.970104227199,White
automobile dealers,2019-12-01,Los Angeles,4840,80216,10802.970104227199,White
automobile dealers,2019-12-01,Los Angeles,4840,80216,10802.970104227199,White
automotive parts accessories and tire stores,2019-01-01,Los Angeles,631,80216,3544.710027443912,White
automotive parts accessories and tire stores,2019-01-01,Los Angeles,631,80216,3544.710027443912,White
automotive parts accessories and tire stores,2019-02-01,Los Angeles,626,80216,3514.1521823797407,White
automotive parts accessories and tire stores,2019-02-01,Los Angeles,626,80216,3514.1521823797407,White
automotive parts accessories and tire stores,2019-03-01,Los Angeles,631,80216,3544.710027443912,White
automotive parts accessories and tire stores,2019-03-01,Los Angeles,631,80216,3544.710027443912,White
automotive parts accessories and tire stores,2019-04-01,Los Angeles,631,80216,3544.710027443912,White
automotive parts accessories and tire stores,2019-04-01,Los Angeles,631,80216,3544.710027443912,White
automotive parts accessories and tire stores,2019-05-01,Los Angeles,626,80216,3514.1521823797407,White
automotive parts accessories and tire stores,2019-05-01,Los Angeles,626,80216,3514.1521823797407,White
automotive parts accessories and tire stores,2019-06-01,Los Angeles,615,80216,3453.0364922513972,White
automotive parts accessories and tire stores,2019-06-01,Los Angeles,615,80216,3453.0364922513972,White
