CDI Regions,Industry Title,region_wt_mean_wage,unweighted_ind_counts,wt_reg_ind_counts,wt_reg_high_wage_count,wt_reg_high_wage_perc
Bay Area,"Community food and housing, and emergency services",71590.05634278634,226,7084.0,2062.0,29.107848673066066
Bay Area,Agricultural chemicals,71590.05634278634,35,371.0,107.0,28.84097035040431
Bay Area,Business support services,71590.05634278634,723,13101.0,3775.0,28.814594305778186
Bay Area,"Other administrative, and other support services",71590.05634278634,623,10832.0,3108.0,28.69276218611521
Bay Area,"Machinery, equipment, and supplies merchant wholesalers",71590.05634278634,426,4809.0,1357.0,28.21792472447494
Bay Area,Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),71590.05634278634,13304,276836.0,77668.0,28.055599705240645
Bay Area,Veterinary services,71590.05634278634,505,9348.0,2547.0,27.246469833119384
Bay Area,Foundries,71590.05634278634,34,460.0,122.0,26.521739130434785
Bay Area,Miscellaneous nondurable goods merchant wholesalers,71590.05634278634,361,5116.0,1348.0,26.348709929632523
Bay Area,Specialized design services,71590.05634278634,871,24134.0,6354.0,26.328001988895334
Bay Area,Services incidental to transportation,71590.05634278634,1211,19919.0,5169.0,25.950097896480745
Bay Area,"Other professional, scientific and technical services",71590.05634278634,803,21442.0,5521.0,25.748530920623075
Bay Area,Elementary and secondary schools,71590.05634278634,13278,227229.0,58277.0,25.64681444709962
Bay Area,Automobile dealers,71590.05634278634,1274,24936.0,6368.0,25.537375681745267
Bay Area,Not specified food industries,71590.05634278634,80,2182.0,557.0,25.52703941338222
Bay Area,"Resin, synthetic rubber, and fibers and filaments",71590.05634278634,122,2165.0,552.0,25.496535796766747
Bay Area,U.S. Air Force,71590.05634278634,222,4842.0,1216.0,25.113589425857086
Bay Area,"Health and personal care, except drug, stores",71590.05634278634,715,14761.0,3682.0,24.944109477677664
Bay Area,"Coating, engraving, heat treating and allied activities",71590.05634278634,83,972.0,240.0,24.691358024691358
Bay Area,Furniture and related products manufacturing,71590.05634278634,440,5541.0,1350.0,24.363833243096913
Bay Area,Psychiatric and substance abuse hospitals,71590.05634278634,171,3993.0,968.0,24.242424242424242
Bay Area,Household appliances,71590.05634278634,32,248.0,60.0,24.193548387096776
Bay Area,Glass and glass products manufacturing,71590.05634278634,125,2760.0,665.0,24.094202898550723
Bay Area,Pharmacies and drug stores,71590.05634278634,1010,20501.0,4937.0,24.081752109653188
Bay Area,Grocery and related product merchant wholesalers ,71590.05634278634,1306,18856.0,4535.0,24.050700042426815
Bay Area,"Business, technical, and trade schools and training",71590.05634278634,198,4286.0,1013.0,23.635090993933737
Bay Area,"Beer, wine, and liquor stores",71590.05634278634,236,8054.0,1895.0,23.52868140054631
Bay Area,"Promoters Of Performing Arts, Sports, And Similar Events, Agents And Managers For Artists, Athletes, Entertainers, And Other Public Figures",71590.05634278634,426,5850.0,1364.0,23.316239316239315
Bay Area,"Apparel, piece goods, and notions merchant wholesalers",71590.05634278634,403,4121.0,936.0,22.71293375394322
Bay Area,"Miscellaneous manufacturing, n.e.c.",71590.05634278634,563,10181.0,2282.0,22.41430114919949
Bay Area,Electronic and precision equipment repair and maintenance,71590.05634278634,175,3524.0,789.0,22.38933030646992
Bay Area,"U.S. Armed forces, branch not specified",71590.05634278634,77,532.0,119.0,22.36842105263158
Bay Area,U.S. Navy,71590.05634278634,620,1662.0,368.0,22.14199759326113
Bay Area,Couriers and messengers,71590.05634278634,1354,30593.0,6750.0,22.06387082012225
Bay Area,"Jewelry, luggage,and leather goods stores",71590.05634278634,265,4464.0,982.0,21.99820788530466
Bay Area,"Seafood and other miscellaneous foods, n.e.c.",71590.05634278634,315,3472.0,760.0,21.889400921658986
Bay Area,Printing and related support activities,71590.05634278634,628,13827.0,3025.0,21.877486077963404
Bay Area,U.S. Marines,71590.05634278634,500,1459.0,313.0,21.45305003427005
